staff_id,role,department_id,hospital_id,specialization,shift_type,employment_type,years_experience,on_roster
STF01000,Resident Doctor,DEP0071,HOSP04,Surgeon,Evening,Permanent,3.4,True
STF01001,Consultant,DEP0064,HOSP03,General,Evening,Permanent,3.7,True
STF01002,Senior Nurse,DEP0055,HOSP03,-,Evening,Permanent,9.7,True
STF01003,Staff Nurse,DEP0023,HOSP02,-,Evening,Permanent,9.7,True
STF01004,Consultant,DEP0014,HOSP01,General,Rotating,Contract,3.8,True
STF01005,Staff Nurse,DEP0089,HOSP05,-,Morning,Contract,5.7,True
STF01006,Resident Doctor,DEP0067,HOSP04,General,Rotating,Permanent,22.1,True
STF01007,Senior Nurse,DEP0048,HOSP03,-,Evening,Contract,13.0,True
STF01008,Consultant,DEP0001,HOSP01,General,Morning,Permanent,4.6,True
STF01009,Staff Nurse,DEP0059,HOSP03,-,Morning,Intern,7.5,True
STF01010,Staff Nurse,DEP0067,HOSP04,-,Rotating,Permanent,20.8,True
STF01011,Resident Doctor,DEP0049,HOSP03,Surgeon,Rotating,Permanent,6.3,True
STF01012,Resident Doctor,DEP0097,HOSP05,Cardiologist,Evening,Contract,4.8,True
STF01013,Resident Doctor,DEP0002,HOSP01,Intensivist,Evening,Permanent,4.8,True
STF01014,Support Staff,DEP0052,HOSP03,-,Evening,Contract,4.5,False
STF01015,Senior Nurse,DEP0004,HOSP01,-,Night,Permanent,6.9,False
STF01016,Resident Doctor,DEP0002,HOSP01,Intensivist,Morning,Permanent,23.7,True
STF01017,Medical Officer,DEP0002,HOSP01,Intensivist,Morning,Permanent,7.3,True
STF01018,Senior Nurse,DEP0083,HOSP04,-,Morning,Contract,2.9,True
STF01019,Radiology Technician,DEP0047,HOSP03,-,Morning,Contract,25.1,True
STF01020,Medical Officer,DEP0083,HOSP04,General,Night,Permanent,8.9,True
STF01021,Medical Officer,DEP0050,HOSP03,Orthopedic Surgeon,Rotating,Contract,4.5,True
STF01022,Consultant,DEP0024,HOSP02,Intensivist,Rotating,Permanent,8.8,True
STF01023,Staff Nurse,DEP0036,HOSP02,-,Evening,Permanent,1.7,True
STF01024,Medical Officer,DEP0005,HOSP01,Surgeon,Rotating,Contract,11.6,True
STF01025,Staff Nurse,DEP0067,HOSP04,-,Evening,Contract,3.7,True
STF01026,Senior Nurse,DEP0048,HOSP03,-,Evening,Contract,5.0,True
STF01027,Resident Doctor,DEP0096,HOSP05,Pediatrician,Night,Contract,16.0,True
STF01028,Resident Doctor,DEP0029,HOSP02,Obstetrician,Morning,Contract,3.6,True
STF01029,Staff Nurse,DEP0026,HOSP02,-,Rotating,Permanent,3.9,True
STF01030,Resident Doctor,DEP0097,HOSP05,Cardiologist,Night,Intern,3.1,True
STF01031,Staff Nurse,DEP0072,HOSP04,-,Rotating,Intern,14.0,True
STF01032,Senior Nurse,DEP0025,HOSP02,-,Rotating,Permanent,16.2,True
STF01033,Staff Nurse,DEP0009,HOSP01,-,Rotating,Visiting,3.4,True
STF01034,Staff Nurse,DEP0049,HOSP03,-,Night,Contract,5.3,True
STF01035,Resident Doctor,DEP0098,HOSP05,Neurologist,Evening,Permanent,4.9,True
STF01036,Resident Doctor,DEP0010,HOSP01,Neurologist,Night,Permanent,2.3,True
STF01037,Resident Doctor,DEP0074,HOSP04,Pediatrician,Evening,Permanent,9.8,True
STF01038,Senior Nurse,DEP0071,HOSP04,-,Rotating,Permanent,3.6,False
STF01039,Senior Nurse,DEP0074,HOSP04,-,Evening,Intern,3.3,True
STF01040,Senior Nurse,DEP0065,HOSP03,-,Rotating,Permanent,5.8,True
STF01041,Pharmacist,DEP0071,HOSP04,-,Morning,Permanent,8.9,True
STF01042,Support Staff,DEP0048,HOSP03,-,Rotating,Permanent,4.5,True
STF01043,Senior Nurse,DEP0070,HOSP04,-,Rotating,Contract,11.3,True
STF01044,Staff Nurse,DEP0079,HOSP04,-,Morning,Permanent,5.1,True
STF01045,Support Staff,DEP0011,HOSP01,-,Rotating,Permanent,10.7,True
STF01046,Staff Nurse,DEP0093,HOSP05,-,Morning,Intern,4.2,True
STF01047,Senior Nurse,DEP0009,HOSP01,-,Evening,Permanent,3.8,True
STF01048,Staff Nurse,DEP0013,HOSP01,-,Rotating,Contract,2.7,True
STF01049,Radiology Technician,DEP0020,HOSP01,-,Evening,Permanent,2.1,True
STF01050,Staff Nurse,DEP0067,HOSP04,-,Night,Contract,4.8,True
STF01051,Consultant,DEP0006,HOSP01,Orthopedic Surgeon,Morning,Permanent,1.8,True
STF01052,Pharmacist,DEP0023,HOSP02,-,Morning,Permanent,3.7,True
STF01053,Staff Nurse,DEP0097,HOSP05,-,Evening,Permanent,8.2,True
STF01054,Staff Nurse,DEP0067,HOSP04,-,Morning,Permanent,1.7,True
STF01055,Medical Officer,DEP0047,HOSP03,General,Rotating,Contract,4.2,True
STF01056,Staff Nurse,DEP0070,HOSP04,-,Rotating,Contract,8.3,False
STF01057,Senior Nurse,DEP0069,HOSP04,-,Evening,Intern,3.4,True
STF01058,Staff Nurse,DEP0076,HOSP04,-,Rotating,Permanent,6.5,True
STF01059,Staff Nurse,DEP0023,HOSP02,-,Evening,Contract,5.5,False
STF01060,Medical Officer,DEP0091,HOSP05,General,Evening,Contract,10.8,True
STF01061,Lab Technician,DEP0094,HOSP05,-,Evening,Permanent,5.8,True
STF01062,Medical Officer,DEP0074,HOSP04,Pediatrician,Night,Permanent,2.9,True
STF01063,Senior Nurse,DEP0048,HOSP03,-,Evening,Intern,8.6,True
STF01064,Consultant,DEP0004,HOSP01,General,Morning,Permanent,3.6,True
STF01065,Consultant,DEP0067,HOSP04,General,Morning,Permanent,5.2,True
STF01066,Resident Doctor,DEP0093,HOSP05,Surgeon,Rotating,Contract,12.6,True
STF01067,Staff Nurse,DEP0050,HOSP03,-,Night,Permanent,5.8,True
STF01068,Consultant,DEP0026,HOSP02,General,Rotating,Contract,16.3,False
STF01069,Staff Nurse,DEP0070,HOSP04,-,Rotating,Visiting,15.1,True
STF01070,Resident Doctor,DEP0095,HOSP05,Obstetrician,Rotating,Visiting,6.1,False
STF01071,Medical Officer,DEP0012,HOSP01,Oncologist,Morning,Intern,9.5,False
STF01072,Resident Doctor,DEP0095,HOSP05,Obstetrician,Evening,Permanent,2.5,True
STF01073,Resident Doctor,DEP0067,HOSP04,General,Rotating,Permanent,11.3,True
STF01074,Medical Officer,DEP0072,HOSP04,Orthopedic Surgeon,Night,Visiting,8.6,True
STF01075,Senior Nurse,DEP0071,HOSP04,-,Evening,Permanent,6.8,True
STF01076,Staff Nurse,DEP0051,HOSP03,-,Evening,Permanent,22.5,True
STF01077,Consultant,DEP0006,HOSP01,Orthopedic Surgeon,Rotating,Permanent,1.6,True
STF01078,Staff Nurse,DEP0050,HOSP03,-,Rotating,Intern,6.8,True
STF01079,Lab Technician,DEP0028,HOSP02,-,Night,Permanent,1.5,True
STF01080,Resident Doctor,DEP0060,HOSP03,General,Rotating,Visiting,8.6,True
STF01081,Lab Technician,DEP0045,HOSP03,-,Morning,Permanent,12.3,True
STF01082,Medical Officer,DEP0005,HOSP01,Surgeon,Rotating,Contract,18.9,False
STF01083,Staff Nurse,DEP0029,HOSP02,-,Night,Permanent,1.0,False
STF01084,Medical Officer,DEP0055,HOSP03,Nephrologist,Rotating,Contract,24.4,False
STF01085,Pharmacist,DEP0088,HOSP04,-,Rotating,Contract,40.0,True
STF01086,Lab Technician,DEP0079,HOSP04,-,Night,Contract,3.5,True
STF01087,Senior Nurse,DEP0010,HOSP01,-,Evening,Permanent,7.4,True
STF01088,Lab Technician,DEP0077,HOSP04,-,Rotating,Contract,11.0,True
STF01089,Medical Officer,DEP0088,HOSP04,General,Night,Permanent,7.2,True
STF01090,Staff Nurse,DEP0052,HOSP03,-,Evening,Permanent,10.2,True
STF01091,Staff Nurse,DEP0053,HOSP03,-,Morning,Permanent,14.0,False
STF01092,Resident Doctor,DEP0023,HOSP02,General,Morning,Permanent,8.9,True
STF01093,Resident Doctor,DEP0014,HOSP01,General,Evening,Contract,4.9,True
STF01094,Resident Doctor,DEP0071,HOSP04,Surgeon,Rotating,Visiting,11.0,True
STF01095,Staff Nurse,DEP0018,HOSP01,-,Morning,Permanent,6.5,True
STF01096,Staff Nurse,DEP0067,HOSP04,-,Morning,Permanent,14.4,False
STF01097,Medical Officer,DEP0057,HOSP03,General,Night,Intern,11.3,True
STF01098,Resident Doctor,DEP0030,HOSP02,Pediatrician,Evening,Permanent,4.3,False
STF01099,Resident Doctor,DEP0029,HOSP02,Obstetrician,Morning,Permanent,10.5,True
STF01100,Senior Nurse,DEP0050,HOSP03,-,Rotating,Visiting,9.0,True
STF01101,Medical Officer,DEP0092,HOSP05,General,Morning,Contract,5.6,True
STF01102,Support Staff,DEP0089,HOSP05,-,Evening,Permanent,8.7,True
STF01103,Medical Officer,DEP0027,HOSP02,Surgeon,Morning,Contract,26.1,True
STF01104,Medical Officer,DEP0052,HOSP03,Pediatrician,Rotating,Permanent,11.4,True
STF01105,Consultant,DEP0067,HOSP04,General,Evening,Visiting,3.5,True
STF01106,Resident Doctor,DEP0089,HOSP05,General,Evening,Visiting,29.4,True
STF01107,Lab Technician,DEP0089,HOSP05,-,Morning,Permanent,7.0,True
STF01108,Consultant,DEP0092,HOSP05,General,Rotating,Permanent,6.0,True
STF01109,Support Staff,DEP0020,HOSP01,-,Rotating,Contract,23.3,False
STF01110,Lab Technician,DEP0075,HOSP04,-,Evening,Contract,10.3,True
STF01111,Staff Nurse,DEP0034,HOSP02,-,Evening,Permanent,7.1,True
STF01112,Staff Nurse,DEP0065,HOSP03,-,Evening,Contract,17.4,True
STF01113,Staff Nurse,DEP0052,HOSP03,-,Rotating,Permanent,2.8,True
STF01114,Consultant,DEP0092,HOSP05,General,Evening,Permanent,7.6,True
STF01115,Staff Nurse,DEP0031,HOSP02,-,Rotating,Contract,7.3,True
STF01116,Support Staff,DEP0081,HOSP04,-,Rotating,Intern,10.3,False
STF01117,Consultant,DEP0045,HOSP03,General,Morning,Visiting,19.2,True
STF01118,Staff Nurse,DEP0095,HOSP05,-,Morning,Permanent,9.1,True
STF01119,Resident Doctor,DEP0030,HOSP02,Pediatrician,Evening,Permanent,7.6,True
STF01120,Consultant,DEP0048,HOSP03,General,Morning,Permanent,8.2,True
STF01121,Staff Nurse,DEP0031,HOSP02,-,Morning,Intern,33.1,True
STF01122,Staff Nurse,DEP0092,HOSP05,-,Night,Permanent,6.6,True
STF01123,Medical Officer,DEP0043,HOSP02,General,Evening,Permanent,2.6,True
STF01124,Consultant,DEP0013,HOSP01,General,Night,Permanent,21.0,False
STF01125,Medical Officer,DEP0072,HOSP04,Orthopedic Surgeon,Evening,Permanent,17.6,True
STF01126,Consultant,DEP0092,HOSP05,General,Morning,Contract,18.3,True
STF01127,Staff Nurse,DEP0013,HOSP01,-,Rotating,Permanent,0.6,True
STF01128,Medical Officer,DEP0102,HOSP05,General,Rotating,Contract,14.0,True
STF01129,Staff Nurse,DEP0045,HOSP03,-,Morning,Contract,2.1,True
STF01130,Support Staff,DEP0040,HOSP02,-,Evening,Contract,4.9,True
STF01131,Staff Nurse,DEP0003,HOSP01,-,Morning,Contract,6.8,True
STF01132,Consultant,DEP0036,HOSP02,General,Morning,Visiting,8.3,True
STF01133,Medical Officer,DEP0005,HOSP01,Surgeon,Morning,Contract,6.6,True
STF01134,Support Staff,DEP0036,HOSP02,-,Evening,Permanent,11.2,True
STF01135,Medical Officer,DEP0006,HOSP01,Orthopedic Surgeon,Rotating,Contract,16.1,True
STF01136,Lab Technician,DEP0096,HOSP05,-,Morning,Contract,6.3,True
STF01137,Resident Doctor,DEP0007,HOSP01,Obstetrician,Evening,Permanent,9.8,True
STF01138,Senior Nurse,DEP0045,HOSP03,-,Evening,Visiting,7.6,True
STF01139,Staff Nurse,DEP0096,HOSP05,-,Evening,Permanent,6.1,True
STF01140,Support Staff,DEP0048,HOSP03,-,Evening,Permanent,2.4,True
STF01141,Senior Nurse,DEP0044,HOSP02,-,Morning,Intern,11.7,True
STF01142,Staff Nurse,DEP0068,HOSP04,-,Rotating,Intern,0.5,True
STF01143,Radiology Technician,DEP0070,HOSP04,-,Rotating,Permanent,13.9,True
STF01144,Medical Officer,DEP0048,HOSP03,General,Rotating,Permanent,9.3,True
STF01145,Senior Nurse,DEP0044,HOSP02,-,Rotating,Permanent,13.7,False
STF01146,Pharmacist,DEP0037,HOSP02,-,Night,Contract,5.8,True
STF01147,Staff Nurse,DEP0002,HOSP01,-,Morning,Permanent,4.5,False
STF01148,Staff Nurse,DEP0051,HOSP03,-,Evening,Contract,6.8,True
STF01149,Medical Officer,DEP0005,HOSP01,Surgeon,Night,Contract,3.7,True
STF01150,Medical Officer,DEP0089,HOSP05,General,Rotating,Permanent,6.1,True
STF01151,Medical Officer,DEP0048,HOSP03,General,Morning,Permanent,3.9,True
STF01152,Support Staff,DEP0091,HOSP05,-,Morning,Permanent,8.0,True
STF01153,Staff Nurse,DEP0045,HOSP03,-,Evening,Permanent,5.9,True
STF01154,Radiology Technician,DEP0082,HOSP04,-,Evening,Permanent,11.1,True
STF01155,Lab Technician,DEP0023,HOSP02,-,Evening,Visiting,6.8,True
STF01156,Staff Nurse,DEP0089,HOSP05,-,Morning,Permanent,25.5,True
STF01157,Staff Nurse,DEP0001,HOSP01,-,Rotating,Permanent,1.4,True
STF01158,Consultant,DEP0013,HOSP01,General,Morning,Contract,5.7,True
STF01159,Radiology Technician,DEP0060,HOSP03,-,Evening,Permanent,11.8,True
STF01160,Medical Officer,DEP0023,HOSP02,General,Rotating,Permanent,8.6,True
STF01161,Support Staff,DEP0074,HOSP04,-,Rotating,Permanent,5.5,True
STF01162,Resident Doctor,DEP0006,HOSP01,Orthopedic Surgeon,Rotating,Intern,1.6,False
STF01163,Staff Nurse,DEP0026,HOSP02,-,Morning,Permanent,3.5,True
STF01164,Lab Technician,DEP0089,HOSP05,-,Rotating,Permanent,0.6,True
STF01165,Consultant,DEP0096,HOSP05,Pediatrician,Night,Contract,15.8,True
STF01166,Senior Nurse,DEP0004,HOSP01,-,Morning,Contract,18.2,True
STF01167,Senior Nurse,DEP0027,HOSP02,-,Evening,Permanent,12.4,False
STF01168,Medical Officer,DEP0007,HOSP01,Obstetrician,Night,Permanent,11.2,False
STF01169,Medical Officer,DEP0073,HOSP04,Obstetrician,Rotating,Permanent,8.7,True
STF01170,Senior Nurse,DEP0001,HOSP01,-,Rotating,Visiting,29.8,True
STF01171,Staff Nurse,DEP0044,HOSP02,-,Morning,Permanent,14.5,False
STF01172,Resident Doctor,DEP0091,HOSP05,General,Rotating,Intern,4.5,True
STF01173,Staff Nurse,DEP0049,HOSP03,-,Morning,Permanent,14.0,True
STF01174,Staff Nurse,DEP0079,HOSP04,-,Night,Contract,15.1,True
STF01175,Senior Nurse,DEP0026,HOSP02,-,Evening,Permanent,11.2,True
STF01176,Resident Doctor,DEP0030,HOSP02,Pediatrician,Rotating,Permanent,9.1,True
STF01177,Resident Doctor,DEP0074,HOSP04,Pediatrician,Evening,Permanent,15.9,True
STF01178,Resident Doctor,DEP0005,HOSP01,Surgeon,Night,Intern,19.3,True
STF01179,Resident Doctor,DEP0072,HOSP04,Orthopedic Surgeon,Night,Intern,12.2,True
STF01180,Medical Officer,DEP0069,HOSP04,General,Night,Contract,1.6,True
STF01181,Staff Nurse,DEP0075,HOSP04,-,Evening,Permanent,12.2,True
STF01182,Resident Doctor,DEP0006,HOSP01,Orthopedic Surgeon,Morning,Contract,7.8,True
STF01183,Support Staff,DEP0029,HOSP02,-,Evening,Visiting,6.0,True
STF01184,Medical Officer,DEP0093,HOSP05,Surgeon,Morning,Permanent,9.6,True
STF01185,Lab Technician,DEP0009,HOSP01,-,Rotating,Permanent,11.0,False
STF01186,Medical Officer,DEP0003,HOSP01,General,Evening,Permanent,6.0,True
STF01187,Senior Nurse,DEP0098,HOSP05,-,Rotating,Intern,12.3,False
STF01188,Resident Doctor,DEP0090,HOSP05,Intensivist,Evening,Contract,14.5,True
STF01189,Medical Officer,DEP0067,HOSP04,General,Rotating,Permanent,6.3,False
STF01190,Resident Doctor,DEP0058,HOSP03,General,Rotating,Permanent,5.8,True
STF01191,Lab Technician,DEP0052,HOSP03,-,Rotating,Permanent,8.9,True
STF01192,Support Staff,DEP0009,HOSP01,-,Rotating,Permanent,7.9,True
STF01193,Staff Nurse,DEP0073,HOSP04,-,Evening,Contract,5.3,True
STF01194,Consultant,DEP0054,HOSP03,Neurologist,Rotating,Permanent,6.6,True
STF01195,Staff Nurse,DEP0028,HOSP02,-,Rotating,Permanent,8.3,True
STF01196,Staff Nurse,DEP0004,HOSP01,-,Evening,Permanent,13.9,True
STF01197,Staff Nurse,DEP0083,HOSP04,-,Morning,Permanent,7.0,True
STF01198,Medical Officer,DEP0052,HOSP03,Pediatrician,Rotating,Permanent,4.1,True
STF01199,Staff Nurse,DEP0036,HOSP02,-,Morning,Visiting,10.3,True
STF01200,Staff Nurse,DEP0093,HOSP05,-,Evening,Permanent,7.5,False
